date,precipitation,temp_max,temp_min,wind,climate
13-01-2015,0,9.4,2.8,2.7,foggy
14-01-2015,0,6.1,0.6,2.8,foggy
15-01-2015,9.7,7.8,1.1,3.2,rainy
16-01-2015,0,11.7,5.6,4.5,foggy
17-01-2015,26.2,13.3,3.3,2.8,rainy
18-01-2015,21.3,13.9,7.2,6.6,rainy
19-01-2015,0.5,10,6.1,2.8,rainy
20-01-2015,0,10,3.3,3,foggy
21-01-2015,0,7.2,-0.5,1.3,foggy
22-01-2015,0.8,9.4,6.1,1.3,rainy
23-01-2015,5.8,12.2,8.3,2.6,rainy
24-01-2015,0.5,14.4,11.1,3.3,rainy
25-01-2015,0,17.2,7.2,1.4,foggy
26-01-2015,0,16.1,6.1,2.2,foggy
27-01-2015,0.8,11.1,8.3,2,rainy
28-01-2015,0,12.2,5,1.8,foggy
29-01-2015,0,12.2,3.3,2.9,sunny
30-01-2015,0,8.3,1.1,0.8,foggy
31-01-2015,0,7.2,3.3,1.9,foggy
01-02-2015,1.5,9.4,4.4,2.6,rainy
02-02-2015,7.4,11.1,5,4,rainy
03-02-2015,1.3,10,5.6,1.9,rainy
04-02-2015,8.4,10.6,4.4,1.7,rainy
05-02-2015,26.2,13.3,8.3,4.6,rainy
06-02-2015,17.3,14.4,10,4.5,rainy
07-02-2015,23.6,12.2,9.4,4.6,rainy
08-02-2015,3.6,15,8.3,3.9,rainy
09-02-2015,6.1,13.3,8.3,2.5,rainy
10-02-2015,0.3,12.8,8.3,4,rainy
11-02-2015,0,12.8,5.6,1,foggy
12-02-2015,1,16.7,9.4,2.1,rainy
13-02-2015,0,15.6,6.7,1.7,foggy
14-02-2015,0.3,14.4,6.7,2.9,rainy
15-02-2015,0,12.2,3.9,4.8,sunny
16-02-2015,0,15,5.6,6.6,foggy
17-02-2015,0,16.1,4.4,4,sunny
18-02-2015,0,12.2,4.4,2.6,sunny
19-02-2015,4.6,10.6,8.3,2.2,rainy
20-02-2015,0.8,11.1,7.2,0.9,rainy
21-02-2015,0,12.2,5.6,4.5,sunny
22-02-2015,0,11.7,3.3,4.2,sunny
23-02-2015,0,12.8,0.6,1.4,sunny
24-02-2015,0,11.1,2.2,1.5,sunny
25-02-2015,4.1,10,6.7,1,rainy
26-02-2015,9.4,11.7,7.8,1.4,rainy
27-02-2015,18.3,10,6.7,4,rainy
28-02-2015,0,12.2,3.3,5.1,sunny
01-03-2015,0,11.1,1.1,2.2,sunny
02-03-2015,0,11.1,4.4,4.8,sunny
03-03-2015,0,10.6,0,2.1,sunny
04-03-2015,0,12.8,-0.5,1.8,sunny
05-03-2015,0,13.3,2.8,1.3,sunny
06-03-2015,0,15,3.3,1.4,sunny
07-03-2015,0,16.7,3.9,2.7,foggy
08-03-2015,0,17.2,3.9,1.7,foggy
09-03-2015,0,14.4,4.4,1.8,foggy
10-03-2015,0.8,13.3,5,2.6,rainy
11-03-2015,2.5,14.4,8.9,3.1,rainy
12-03-2015,0,17.8,9.4,3.2,sunny
13-03-2015,2,17.2,7.8,2.2,rainy
14-03-2015,17,13.9,9.4,3.8,rainy
15-03-2015,55.9,10.6,6.1,4.2,rainy
16-03-2015,1,13.9,6.1,3,rainy
17-03-2015,0.8,13.3,4.4,2.6,rainy
18-03-2015,0,15.6,7.2,2.5,sunny
19-03-2015,0,15.6,8.3,1.9,sunny
20-03-2015,4.1,13.9,8.9,1.9,rainy
21-03-2015,3.8,13.3,8.3,4.7,rainy
22-03-2015,1,11.7,6.1,2.3,rainy
23-03-2015,8.1,11.1,5.6,2.8,rainy
24-03-2015,7.6,12.8,6.1,3.9,rainy
25-03-2015,5.1,14.4,7.2,4.4,rainy
26-03-2015,0,20.6,10,2.2,sunny
27-03-2015,1,18.3,8.9,4,rainy
28-03-2015,0,15.6,9.4,5.7,sunny
29-03-2015,0,15.6,8.9,3,sunny
30-03-2015,1.8,17.8,10.6,2.9,rainy
31-03-2015,1,12.8,6.1,4.2,rainy
01-04-2015,5.1,12.8,5.6,3.2,rainy
02-04-2015,0,13.3,5.6,2.4,sunny
03-04-2015,1.5,11.1,5,3.6,rainy
04-04-2015,0,12.8,3.9,1.7,sunny
05-04-2015,0,16.7,2.8,2.4,sunny
06-04-2015,1,13.9,6.7,3.5,rainy
07-04-2015,0.5,14.4,6.7,3.9,rainy
08-04-2015,0,17.2,6.1,1.7,sunny
09-04-2015,0,17.2,6.1,2.3,sunny
10-04-2015,10.9,13.9,7.8,4.6,rainy
11-04-2015,0,11.7,5.6,6.5,sunny
12-04-2015,0,13.3,5.6,3.6,sunny
13-04-2015,14,11.7,3.9,3.6,rainy
14-04-2015,3.3,11.7,2.8,3.3,rainy
15-04-2015,0,13.9,3.3,2.4,sunny
16-04-2015,0,17.8,3.9,3.1,sunny
17-04-2015,0,18.9,6.1,3.6,sunny
18-04-2015,0,18.9,8.3,3.9,sunny
19-04-2015,0,21.1,8.3,3.6,sunny
20-04-2015,0,22.8,7.8,2.6,sunny
21-04-2015,5.6,17.2,6.7,3.4,rainy
22-04-2015,0,15.6,5,2.3,sunny
23-04-2015,3,12.2,6.7,4.1,rainy
24-04-2015,3.3,12.2,6.1,5,rainy
25-04-2015,1.3,13.3,5.6,3,rainy
26-04-2015,0,15.6,4.4,2.7,foggy
27-04-2015,0.3,25,10.6,2.3,rainy
28-04-2015,1.8,15.6,8.9,4.3,rainy
29-04-2015,0,16.1,7.2,4.7,sunny
30-04-2015,0,17.2,7.8,2.1,sunny
01-05-2015,0,18.3,8.9,3.7,sunny
02-05-2015,0,18.3,7.8,3.7,sunny
03-05-2015,0,20.6,7.8,2.6,sunny
04-05-2015,0,17.2,7.2,5.2,sunny
05-05-2015,6.1,14.4,7.2,5.1,rainy
06-05-2015,0,16.7,7.2,2.6,foggy
07-05-2015,0,20.6,6.1,3,sunny
08-05-2015,0,23.9,8.3,3,sunny
09-05-2015,0,26.7,9.4,2.6,sunny
10-05-2015,0,19.4,11.1,2.8,sunny
11-05-2015,0,13.9,10,2.5,foggy
12-05-2015,4.3,15.6,10.6,3.3,rainy
13-05-2015,4.1,12.2,10,2.8,rainy
14-05-2015,0.3,17.8,9.4,2,rainy
15-05-2015,0,20,9.4,2.8,foggy
16-05-2015,0,15.6,11.1,3,sunny
17-05-2015,0,19.4,10.6,2.1,sunny
18-05-2015,0,25.6,12.2,3,sunny
19-05-2015,0,21.7,11.7,2.6,sunny
20-05-2015,0,23.3,10.6,1.8,foggy
21-05-2015,0,25.6,11.7,2.1,sunny
22-05-2015,0,16.7,11.7,3.7,sunny
23-05-2015,0,16.1,11.7,2.6,sunny
24-05-2015,0,17.8,11.1,2.7,sunny
25-05-2015,0,15.6,11.1,2.7,sunny
26-05-2015,0,21.7,11.7,2.1,sunny
27-05-2015,0,24.4,11.7,1.8,sunny
28-05-2015,0,27.8,12.2,2.1,sunny
29-05-2015,0,26.1,12.8,2.5,sunny
30-05-2015,0,22.8,10,2.5,sunny
31-05-2015,0,25,11.7,2.2,sunny
01-06-2015,4.6,16.1,11.7,3.4,rainy
02-06-2015,0.5,17.8,12.8,5,rainy
03-06-2015,0,20,11.7,3,sunny
04-06-2015,0,22.8,11.7,3.9,sunny
05-06-2015,0,26.7,12.8,4.3,sunny
06-06-2015,0,29.4,13.3,2.6,sunny
07-06-2015,0,31.1,15.6,3.2,sunny
08-06-2015,0,30.6,14.4,3.5,sunny
09-06-2015,0,28.9,14.4,2.7,sunny
10-06-2015,0,25.6,11.1,3,sunny
11-06-2015,0,24.4,11.1,3.5,sunny
12-06-2015,0,20,11.7,2.3,sunny
13-06-2015,0,23.9,9.4,2.6,sunny
14-06-2015,0,27.8,11.7,3.7,sunny
15-06-2015,0,30,16.1,3.5,cloudy
16-06-2015,0,22.8,11.1,3,sunny
17-06-2015,0,25,11.1,3.1,sunny
18-06-2015,0,24.4,13.9,3,sunny
19-06-2015,0.5,23.9,13.3,3.2,rainy
20-06-2015,0,25,12.8,4.3,sunny
21-06-2015,0,25.6,13.9,3.4,sunny
22-06-2015,0,25,12.8,2.4,sunny
23-06-2015,0,26.1,11.7,2.4,sunny
24-06-2015,0,25.6,16.1,2.6,sunny
25-06-2015,0,30.6,15.6,3,sunny
26-06-2015,0,31.7,17.8,4.7,sunny
27-06-2015,0,33.3,17.2,3.9,sunny
28-06-2015,0.3,28.3,18.3,2.1,rainy
29-06-2015,0,28.9,17.2,2.7,sunny
30-06-2015,0,30.6,15,3.4,foggy
01-07-2015,0,32.2,17.2,4.3,sunny
02-07-2015,0,33.9,17.8,3.4,sunny
03-07-2015,0,33.3,17.8,2.6,sunny
04-07-2015,0,33.3,15,2.9,sunny
05-07-2015,0,32.8,16.7,2.1,sunny
06-07-2015,0,29.4,15.6,3.2,cloudy
07-07-2015,0,27.2,13.9,2.4,sunny
08-07-2015,0,30,14.4,1.9,cloudy
09-07-2015,0,28.9,14.4,3.4,sunny
10-07-2015,0,21.1,16.7,3.7,sunny
11-07-2015,0,22.2,16.7,3,sunny
12-07-2015,0,26.1,16.7,2.2,sunny
13-07-2015,0,25.6,16.1,3.1,sunny
14-07-2015,0,27.8,16.1,3.3,sunny
15-07-2015,0,26.1,14.4,3.2,sunny
16-07-2015,0,26.1,15,2.8,sunny
17-07-2015,0,27.8,13.9,3.3,sunny
18-07-2015,0,33.3,17.8,3.4,sunny
19-07-2015,0,35,17.2,3.3,sunny
20-07-2015,0,26.7,16.7,3.9,sunny
21-07-2015,0,23.9,15,2.4,sunny
22-07-2015,0,23.9,13.9,2.8,sunny
23-07-2015,0,26.1,14.4,1.9,sunny
24-07-2015,0.3,22.8,13.3,3.8,rainy
25-07-2015,0,21.1,14.4,2.4,foggy
26-07-2015,2,22.2,13.9,2.6,rainy
27-07-2015,0,23.3,12.2,1.9,foggy
28-07-2015,0,27.8,13.9,3.4,sunny
29-07-2015,0,32.2,14.4,3.8,sunny
30-07-2015,0,34.4,17.2,3.5,sunny
31-07-2015,0,34.4,17.8,2.6,sunny
01-08-2015,0,33.3,15.6,3.1,sunny
02-08-2015,0,30.6,16.1,2,sunny
03-08-2015,0,28.3,17.2,2.3,sunny
04-08-2015,0,26.1,14.4,2.6,foggy
05-08-2015,0,23.3,12.2,3.5,sunny
06-08-2015,0,25,15,2.9,sunny
07-08-2015,0,28.3,15.6,3.7,sunny
08-08-2015,0,25,15.6,3.6,foggy
09-08-2015,0,28.3,15,2.2,sunny
10-08-2015,0,28.9,16.1,2.4,sunny
11-08-2015,0,30,16.7,4.4,sunny
12-08-2015,7.6,28.3,16.7,2.7,rainy
13-08-2015,0,28.3,15.6,2.2,sunny
14-08-2015,30.5,18.3,15,5.2,rainy
15-08-2015,0,21.7,13.9,3.7,sunny
16-08-2015,0,25,14.4,3.7,sunny
17-08-2015,0,27.2,13.9,3,sunny
18-08-2015,0,30,15,3,sunny
19-08-2015,0,31.7,16.1,2.1,cloudy
20-08-2015,2,22.8,14.4,4.2,rainy
21-08-2015,0,22.2,14.4,2.6,sunny
22-08-2015,0,26.7,12.2,2.5,cloudy
23-08-2015,0,27.8,13.9,1.8,cloudy
24-08-2015,0,23.9,12.2,2.3,sunny
25-08-2015,0,25.6,12.2,3.4,sunny
26-08-2015,0,28.3,13.9,1.7,sunny
27-08-2015,0,29.4,14.4,2.1,sunny
28-08-2015,0.5,23.3,15.6,2.6,rainy
29-08-2015,32.5,22.2,13.3,5.8,rainy
30-08-2015,10.2,20,12.8,4.7,rainy
31-08-2015,0,18.9,16.1,5.8,sunny
01-09-2015,5.8,19.4,13.9,5,rainy
02-09-2015,0,19.4,11.1,3.8,sunny
03-09-2015,0,18.3,10.6,2.9,sunny
04-09-2015,0,18.3,10,2.9,sunny
05-09-2015,0.3,20.6,8.9,3.5,rainy
06-09-2015,5.3,16.1,11.7,2.4,rainy
07-09-2015,0.3,21.1,13.3,1.5,rainy
08-09-2015,0,22.8,13.3,2.4,sunny
09-09-2015,0,24.4,13.9,3.3,sunny
10-09-2015,0,25,14.4,3.6,foggy
11-09-2015,0,27.2,15,3.1,sunny
12-09-2015,0,26.7,14.4,2.1,sunny
13-09-2015,0.5,20.6,12.8,3,rainy
14-09-2015,0,16.7,10.6,3.4,sunny
15-09-2015,0,17.8,10,2.8,sunny
16-09-2015,1,20,10,1.9,rainy
17-09-2015,1.8,18.3,12.8,3.8,rainy
18-09-2015,0,19.4,12.8,2.6,sunny
19-09-2015,0,21.1,14.4,4.3,sunny
20-09-2015,4.1,22.8,12.2,6.8,rainy
21-09-2015,0,18.3,9.4,2.7,foggy
22-09-2015,0,18.9,7.8,2,sunny
23-09-2015,0,20.6,8.3,1.8,sunny
24-09-2015,0,22.2,11.1,2.5,foggy
25-09-2015,2,15.6,12.8,2.6,rainy
26-09-2015,0,18.3,10,2.7,sunny
27-09-2015,0,17.8,7.2,3.8,sunny
28-09-2015,0,21.1,9.4,5.1,sunny
29-09-2015,0,21.7,8.9,1.9,sunny
30-09-2015,0,18.3,10,1.3,foggy
01-10-2015,0,21.1,9.4,1.3,foggy
02-10-2015,0,15.6,10,2.9,foggy
03-10-2015,0,19.4,11.1,4.8,sunny
04-10-2015,0,22.8,10,3.7,sunny
05-10-2015,0,23.3,9.4,1.6,sunny
06-10-2015,0,18.3,10,2.6,cloudy
07-10-2015,9.9,16.1,13.9,2.2,rainy
08-10-2015,0,18.9,13.3,1.1,foggy
09-10-2015,0.3,19.4,12.2,2.6,rainy
10-10-2015,28.7,21.1,13.3,4.7,rainy
11-10-2015,0,17.8,10.6,2.6,sunny
12-10-2015,4.6,18.3,10.6,2.8,rainy
13-10-2015,1.3,16.7,9.4,3.2,rainy
14-10-2015,0,15,10,5,foggy
15-10-2015,0,21.1,9.4,3.4,foggy
16-10-2015,0,20,8.9,1.3,sunny
17-10-2015,0.3,19.4,11.7,1.3,rainy
18-10-2015,3.8,15,12.8,2,rainy
19-10-2015,0.3,17.2,12.2,2.6,rainy
20-10-2015,0,17.8,10.6,1.8,foggy
21-10-2015,0,16.1,8.3,1.3,foggy
22-10-2015,0,16.1,8.9,2.7,foggy
23-10-2015,0,12.8,7.2,2.6,foggy
24-10-2015,0,15,8.9,2.9,foggy
25-10-2015,8.9,19.4,8.9,3.4,rainy
26-10-2015,6.9,12.2,10,4.6,rainy
27-10-2015,0,16.1,7.8,1.7,foggy
28-10-2015,3.3,13.9,11.1,2.8,rainy
29-10-2015,1.8,15,12.2,4.7,rainy
30-10-2015,19.3,17.2,11.7,6.7,rainy
31-10-2015,33,15.6,11.7,7.2,rainy
01-11-2015,26.2,12.2,8.9,6,rainy
02-11-2015,0.3,11.1,7.2,2.8,rainy
03-11-2015,0.8,10.6,5,1.4,rainy
04-11-2015,0,10,3.3,2.2,sunny
05-11-2015,1.3,11.7,7.8,2.3,rainy
06-11-2015,0,15.6,8.3,2.7,foggy
07-11-2015,12.7,12.2,9.4,3,rainy
08-11-2015,6.6,11.1,7.8,1.8,rainy
09-11-2015,3.3,10,5,1.3,rainy
10-11-2015,1.3,11.1,3.9,3.9,rainy
11-11-2015,1.5,11.1,6.1,4.6,rainy
12-11-2015,9.9,11.1,5,5.1,rainy
13-11-2015,33.5,13.3,9.4,6.5,rainy
14-11-2015,47.2,9.4,6.1,4.5,rainy
15-11-2015,22.4,8.9,2.2,4.1,rainy
16-11-2015,2,8.9,1.7,4,rainy
17-11-2015,29.5,13.3,6.7,8,rainy
18-11-2015,1.5,8.9,3.3,3.8,rainy
19-11-2015,2,8.9,2.8,4.2,rainy
20-11-2015,0,8.3,0.6,4,foggy
21-11-2015,0,8.9,0.6,4.7,sunny
22-11-2015,0,10,1.7,3.1,foggy
23-11-2015,3,6.7,0,1.3,rainy
24-11-2015,7.1,6.7,2.8,4.5,rainy
25-11-2015,0,7.2,0,5.7,sunny
26-11-2015,0,9.4,-1,4.3,sunny
27-11-2015,0,9.4,-1.6,3,sunny
28-11-2015,0,7.2,-2.7,1,sunny
29-11-2015,0,1.7,-2.1,0.9,foggy
30-11-2015,0.5,5.6,-3.8,1.7,rainy
01-12-2015,12.2,10,3.9,3.5,rainy
02-12-2015,2.5,10.6,4.4,5,rainy
03-12-2015,12.7,15.6,7.8,5.9,rainy
04-12-2015,2,10.6,6.1,4.7,rainy
05-12-2015,15.7,10,6.1,4,rainy
06-12-2015,11.2,12.8,7.2,5.9,rainy
07-12-2015,27.4,11.1,8.3,3.4,rainy
08-12-2015,54.1,15.6,10,6.2,rainy
09-12-2015,13.5,12.2,7.8,6.3,rainy
10-12-2015,9.4,11.7,6.1,7.5,rainy
11-12-2015,0.3,9.4,4.4,2.8,rainy
12-12-2015,16,8.9,5.6,5.6,rainy
13-12-2015,1.3,7.8,6.1,6.1,rainy
14-12-2015,0,7.8,1.7,1.7,sunny
15-12-2015,1.5,6.7,1.1,2.9,rainy
16-12-2015,3.6,6.1,2.8,2.3,rainy
17-12-2015,21.8,6.7,3.9,6,rainy
18-12-2015,18.5,8.9,4.4,5.1,rainy
19-12-2015,0,8.3,2.8,4.1,foggy
20-12-2015,4.3,7.8,4.4,6.7,rainy
21-12-2015,27.4,5.6,2.8,4.3,rainy
22-12-2015,4.6,7.8,2.8,5,rainy
23-12-2015,6.1,5,2.8,7.6,rainy
24-12-2015,2.5,5.6,2.2,4.3,rainy
25-12-2015,5.8,5,2.2,1.5,rainy
26-12-2015,0,4.4,0,2.5,sunny
27-12-2015,8.6,4.4,1.7,2.9,rainy
28-12-2015,1.5,5,1.7,1.3,rainy
29-12-2015,0,7.2,0.6,2.6,foggy
30-12-2015,0,5.6,-1,3.4,sunny
31-12-2015,0,5.6,-2.1,3.5,sunny
